,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV000001,6.22,9.44,9.58,9.450000000000001,8.57,8.38,8.450000000000001,10.17,8.360000000000001,9.58,9.5,9.729999999999999,10.74,10.520000000000001,11.5,7.080000000000001,7.18,7.150000000000001,5.37,6.140000000000001,7.88,7.425000000000001,10.64,10.9,10.0,9.53,9.37,9.79,8.129999999999999,11.410000000000002,12.01,10.06,10.51,9.29,9.92,10.319999999999999,11.910000000000002,9.61,11.100000000000001,11.63,10.51,10.62,10.79
ASV000002,1.1533333333333333,0.5466666666666667,1.0433333333333332,0.41,0.27666666666666667,0.36999999999999994,0.2866666666666667,0.09999999999999999,4.8566666666666665,5.01,4.723333333333334,2.0366666666666666,0.5633333333333334,0.21,0.12666666666666668,3.983333333333333,3.3733333333333335,4.656666666666666,3.603333333333333,3.203333333333333,0.8399999999999999,0.395,2.6366666666666667,2.123333333333333,0.89,0.7433333333333333,0.7033333333333333,0.6499999999999999,0.565,2.7133333333333334,1.9966666666666664,1.3466666666666667,0.77,0.79,0.5666666666666667,0.32666666666666666,0.07666666666666667,0.02,0.030000000000000002,0.02,0.04,0.043333333333333335,0.043333333333333335
ASV000003,0.09000000000000001,51.830000000000005,39.89,39.78,37.1,35.8,41.75,24.92,35.76,14.13,17.3,29.820000000000004,40.21,50.89000000000001,33.67,6.69,13.39,11.82,7.7200000000000015,16.53,30.660000000000007,24.974999999999998,22.189999999999998,12.660000000000002,12.22,23.39,25.370000000000005,18.59,22.785,9.620000000000001,5.22,5.93,8.909999999999998,13.270000000000001,9.840000000000002,7.96,0.03,0.03,0.03,0.03,0.06,0.03,0.045
ASV000004,0.8466666666666667,0.6866666666666666,0.6866666666666666,0.6666666666666666,0.5866666666666667,0.6,0.68,0.7600000000000001,0.7333333333333334,0.7533333333333333,0.68,0.6133333333333334,0.6266666666666666,0.6866666666666665,0.7133333333333333,0.8066666666666666,0.62,0.6733333333333333,0.3866666666666667,0.38000000000000006,0.48666666666666664,0.43000000000000005,1.0,1.0066666666666666,0.8266666666666667,0.7133333333333333,0.7533333333333333,0.82,0.69,1.1533333333333333,1.1466666666666667,0.96,0.8866666666666667,0.8533333333333334,0.86,1.0133333333333334,0.9,1.6266666666666667,1.2666666666666666,1.1066666666666665,1.0866666666666667,1.1933333333333334,1.12
ASV000005,0.0,0.09,0.03,0.0,0.09,0.06,0.03,0.03,0.08,0.03,0.0,0.12,0.03,0.03,0.0,3.03,2.45,1.53,2.22,3.91,1.57,2.7600000000000002,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.06,0.0,0.04,0.0,0.06,0.03,0.03
ASV000006,0.9333333333333332,6.026666666666666,6.213333333333334,5.206666666666667,8.386666666666667,8.573333333333332,11.793333333333335,10.006666666666666,4.426666666666667,4.38,3.513333333333333,5.24,7.753333333333333,8.726666666666667,9.006666666666666,14.88,12.28,7.913333333333334,4.3533333333333335,4.793333333333333,7.96,4.640000000000001,13.44,11.520000000000001,5.760000000000001,8.200000000000001,8.253333333333332,6.62,9.27,8.18,7.18,4.96,6.8133333333333335,5.753333333333334,6.073333333333333,6.986666666666667,0.02,0.02,0.02,0.02,0.02,0.0,0.02
ASV000007,0.0,0.03,0.01,0.5466666666666667,3.15,5.406666666666666,5.436666666666667,5.523333333333333,0.01,0.0,0.043333333333333335,1.07,1.3733333333333333,1.2566666666666666,0.98,0.0,0.0,0.2133333333333333,1.2333333333333334,0.5733333333333334,0.3133333333333333,0.20500000000000002,0.0,0.01,8.01,9.863333333333335,8.973333333333334,7.633333333333333,8.045,0.0,0.01,11.876666666666665,9.016666666666666,11.979999999999999,8.649999999999999,7.353333333333334,0.0,0.0,0.44,7.539999999999999,6.573333333333333,5.4433333333333325,5.453333333333333
ASV000008,0.3933333333333333,0.4166666666666667,0.81,1.0033333333333332,1.1566666666666665,1.2066666666666668,1.0999999999999999,0.85,0.48,0.9,1.0966666666666667,1.9233333333333331,1.5966666666666667,1.8266666666666664,1.9466666666666665,1.4433333333333334,3.1466666666666665,4.503333333333334,11.38,5.06,5.466666666666666,15.065,0.5166666666666667,1.5733333333333333,2.1166666666666667,2.7733333333333334,3.3366666666666664,4.05,10.57,0.7333333333333333,1.08,1.9066666666666665,1.9166666666666667,1.8933333333333333,2.456666666666667,1.843333333333333,3.2133333333333334,1.9266666666666665,2.4966666666666666,1.1233333333333333,1.0666666666666667,0.8133333333333334,0.8333333333333334
ASV000009,1.9600000000000002,9.466666666666667,4.853333333333333,5.466666666666666,4.3,2.013333333333333,1.9066666666666665,1.6266666666666667,8.879999999999999,3.5933333333333333,4.973333333333334,8.926666666666666,8.773333333333332,6.8066666666666675,6.72,3.28,5.426666666666666,4.446666666666666,3.6733333333333333,6.406666666666666,4.433333333333334,5.55,7.326666666666665,3.5933333333333333,3.1133333333333333,1.5599999999999998,2.0,0.7133333333333334,0.7,6.760000000000001,2.52,2.7866666666666666,1.3666666666666665,1.5466666666666669,1.1133333333333333,0.9733333333333333,3.7933333333333334,6.153333333333333,5.3133333333333335,3.8600000000000008,4.113333333333333,3.106666666666667,3.3666666666666667
ASV000010,0.07,5.626666666666666,6.446666666666666,6.960000000000001,4.8133333333333335,2.7066666666666666,1.8200000000000003,2.08,4.9,6.873333333333334,6.273333333333333,7.233333333333333,6.0,3.526666666666667,2.6933333333333334,2.513333333333333,6.359999999999999,3.0133333333333336,2.1666666666666665,4.153333333333333,15.65333333333333,3.38,2.2133333333333334,5.38,11.040000000000001,6.173333333333333,5.38,3.8266666666666667,2.08,3.8266666666666667,6.2,5.419999999999999,3.926666666666667,3.7866666666666666,3.16,2.486666666666667,0.04666666666666666,0.10666666666666667,0.16,0.06666666666666667,0.12,0.12666666666666668,0.04
