,Day00Inoc,Day01NoC,Day03NoC,Day07NoC,Day14NoC,Day21NoC,Day30NoC,Day42NoC,Day01LowCrysWater,Day03LowCrysWater,Day07LowCrysWater,Day14LowCrysWater,Day21LowCrysWater,Day30LowCrysWater,Day42LowCrysWater,Day01LowCrys,Day03LowCrys,Day07LowCrys,Day14LowCrys,Day21LowCrys,Day30LowCrys,Day42LowCrys,Day01PET,Day03PET,Day07PET,Day14PET,Day21PET,Day30PET,Day42PET,Day01WeatherPET,Day03WeatherPET,Day07WeatherPET,Day14WeatherPET,Day21WeatherPET,Day30WeatherPET,Day42WeatherPET,Day01BHET,Day03BHET,Day07BHET,Day14BHET,Day21BHET,Day30BHET,Day42BHET
ASV9: $Thiobacimonas$ $profunda$,1.9600000000000002,9.466666666666667,4.853333333333333,5.466666666666666,4.3,2.013333333333333,1.9066666666666665,1.6266666666666667,8.88,3.5933333333333333,4.973333333333334,8.926666666666666,8.773333333333332,6.8066666666666675,6.72,3.28,5.426666666666666,4.446666666666666,3.6733333333333333,6.406666666666666,4.433333333333334,5.55,7.326666666666665,3.5933333333333333,3.1133333333333333,1.5599999999999998,2.0,0.7133333333333334,0.7,6.760000000000001,2.52,2.7866666666666666,1.3666666666666665,1.5466666666666669,1.1133333333333333,0.9733333333333333,3.7933333333333334,6.153333333333333,5.3133333333333335,3.8600000000000008,4.113333333333333,3.106666666666667,3.3666666666666667
ASV10: $Thalassospira$ $lucentensis$,0.035,2.813333333333333,3.223333333333333,3.4800000000000004,2.4066666666666667,1.3533333333333333,0.9100000000000001,1.04,2.4499999999999997,3.436666666666667,3.1366666666666667,3.6166666666666667,3.0,1.7633333333333334,1.3466666666666667,1.2566666666666666,3.1799999999999997,1.5066666666666668,1.0833333333333333,2.0766666666666667,7.826666666666665,1.69,1.1066666666666667,2.69,5.5200000000000005,3.0866666666666664,2.69,1.9133333333333333,1.04,1.9133333333333333,3.1,2.7099999999999995,1.9633333333333336,1.8933333333333333,1.58,1.2433333333333334,0.02333333333333333,0.05333333333333334,0.08,0.03333333333333333,0.06,0.06333333333333334,0.02
ASV16: $Thalassospira$,0.023333333333333334,2.063333333333333,1.9399999999999997,1.9900000000000002,1.4166666666666667,0.7399999999999999,0.5033333333333333,0.6699999999999999,1.37,1.8866666666666667,1.83,1.9366666666666668,1.7166666666666668,1.22,0.9,0.22333333333333336,0.5966666666666667,0.44333333333333336,0.19000000000000003,0.24,1.1566666666666665,0.34500000000000003,0.6133333333333334,2.0,3.2466666666666666,1.9033333333333333,1.4166666666666667,0.8566666666666668,0.385,1.29,2.4466666666666668,1.49,1.3033333333333332,1.0666666666666667,0.91,0.8933333333333334,0.04,0.07333333333333333,0.08666666666666667,0.04,0.07333333333333333,0.04666666666666667,0.03333333333333333
ASV18: $Halomonas$,17.453333333333333,3.5533333333333332,1.2733333333333332,1.1866666666666668,0.9199999999999999,1.3666666666666665,1.1666666666666667,0.26666666666666666,1.6533333333333333,0.7200000000000001,0.7333333333333334,0.54,0.15333333333333335,0.02,0.0,3.9066666666666667,6.353333333333334,3.4999999999999996,1.4133333333333333,0.68,0.15333333333333335,0.16,3.4466666666666668,1.96,1.2666666666666666,1.1666666666666667,1.3533333333333333,1.0999999999999999,1.69,3.9599999999999995,1.4866666666666666,1.6000000000000003,1.0933333333333335,1.5866666666666667,0.7800000000000001,0.6266666666666666,2.16,0.24,0.54,0.26,0.52,0.8266666666666667,0.43999999999999995
ASV27: $Rhizobiales_Incertae_Sedis$,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.4000000000000001,0.19000000000000003,0.1366666666666667,0.17666666666666667,0.33,0.23666666666666666,0.385,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
ASV32: $Reyranella$,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,2.4266666666666667,2.2866666666666666,1.5633333333333335,1.68,1.75,1.1433333333333333,1.5750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.10500000000000001,0.0,0.0,0.07,0.07,0.0,0.07
ASV33: $Paucibacter$,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0666666666666667,0.5,0.3,0.3866666666666667,0.6933333333333334,0.40666666666666673,0.59,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.04,0.0,0.02
ASV34: $Oricola$ $cellulosilytica$,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.025,0.02,0.0,0.0,0.0,0.01,0.015,0.03,0.016666666666666666,0.05666666666666667,0.03,0.015,0.025,0.0,0.01,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.013333333333333334,0.0,0.02,0.01,0.0,0.0,0.06999999999999999,2.6533333333333333,2.686666666666667,4.536666666666666,4.54,4.703333333333334
ASV37: $Leptothrix$,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.8799999999999999,0.48,0.41,0.48,0.65,0.5299999999999999,0.66,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.03,0.0,0.0,0.03
ASV42: $Tistlia$,0.030000000000000002,0.025,0.12,0.31666666666666665,0.6233333333333334,0.65,0.5166666666666667,0.54,0.01,0.11,0.3233333333333333,0.8133333333333334,0.9066666666666667,1.1733333333333336,1.5866666666666667,0.0,0.15666666666666668,0.16,0.09666666666666668,0.24,0.48,0.515,0.01,0.16666666666666666,0.28,0.5466666666666666,0.5733333333333334,0.37666666666666665,1.135,0.015,0.20333333333333334,0.5333333333333333,0.5666666666666668,0.5800000000000001,0.5633333333333334,0.5066666666666667,0.01,0.01,0.013333333333333334,0.025,0.01,0.015,0.01
